"Actual","Predicted"
0,3.32518959731544
0,3.16509090909091
4.096,2.04377464788732
2.503,3.32518959731544
2.746,2.84410427350427
3.064,1.09055555555556
4.576,3.32518959731544
4.616,3.51510294117647
4.749,2.84410427350427
1.481,2.04377464788732
2.862,2.04377464788732
0,2.44940845070423
0,1.44892682926829
2.835,1.44892682926829
0,3.32518959731544
0,1.596875
0,2.97010909090909
2.953,1.44892682926829
1.824,1.09055555555556
4.003,2.97010909090909
1.671,2.84410427350427
4.211,2.84410427350427
4.4,2.04377464788732
1.451,1.596875
2.009,1.09055555555556
1.746,1.09055555555556
2.861,2.97010909090909
1.113,2.04377464788732
1.26,2.04377464788732
0,1.44892682926829
0,2.04377464788732
1.562,2.44940845070423
0,1.44892682926829
4.009,2.97010909090909
2.209,3.32518959731544
3.281,0.529428571428571
0,3.32518959731544
1.573,3.32518959731544
4.538,3.32518959731544
3.958,2.82875776397516
4.211,2.84410427350427
4.914,1.44892682926829
3.357,1.44892682926829
0,0.451848484848485
0,0.256365671641791
1.604,0.950953271028038
2.577,2.44940845070423
0,3.16509090909091
4.147,2.84410427350427
2.856,3.16509090909091
4.385,1.44892682926829
0,2.04377464788732
0,2.84410427350427
0,2.04377464788732
0,2.84410427350427
4.511,3.44918
4.49,1.44892682926829
2.141,2.97010909090909
3.07,0.529428571428571
3.16,3.32518959731544
0,0
4.698,2.82875776397516
2.129,2.84410427350427
3.673,3.32518959731544
2.087,2.84410427350427
2.07,2.44940845070423
4.15,3.51510294117647
2.252,2.84410427350427
1.279,2.04377464788732
0,1.09055555555556
3.44,2.44940845070423
1.502,1.596875
4.806,2.82875776397516
0,1.44892682926829
4.69,2.04377464788732
3.942,3.32518959731544
3.632,2.97010909090909
0,3.32518959731544
0,2.82875776397516
0,2.44940845070423
4.268,2.84410427350427
4.144,2.84410427350427
3.708,3.32518959731544
3.795,3.32518959731544
2.028,2.04377464788732
3.457,3.44918
4.091,2.84410427350427
2.231,2.04377464788732
3.317,2.84410427350427
3.826,0.950953271028038
0,3.32518959731544
1.615,2.04377464788732
3.511,2.04377464788732
4.702,1.09055555555556
0,3.32518959731544
0,3.32518959731544
3.957,3.32518959731544
2.882,2.04377464788732
1.828,1.44892682926829
2.674,2.84410427350427
4.601,3.32518959731544
3.982,2.04377464788732
4.834,2.83565517241379
0,1.09055555555556
0,0.950953271028038
2.522,1.44892682926829
0,2.84410427350427
4.564,3.16509090909091
0,0.451848484848485
1.861,3.32518959731544
2.051,1.44892682926829
4.531,3.32518959731544
3.876,3.16509090909091
2.883,3.32518959731544
3.165,2.97010909090909
4.218,2.83565517241379
3.711,3.16509090909091
3.498,2.84410427350427
3.301,2.84410427350427
3.855,3.32518959731544
1.156,2.84410427350427
2.681,2.82875776397516
4.665,3.16509090909091
0,2.84410427350427
0,3.51510294117647
2.524,1.596875
3.845,2.97010909090909
4.738,3.32518959731544
4.713,2.84410427350427
3.214,3.32518959731544
4.522,3.32518959731544
0,1.596875
2.201,2.84410427350427
3.94,2.84410427350427
3.906,3.32518959731544
2.592,2.84410427350427
3.518,1.44892682926829
3.88,1.44892682926829
0,0.256365671641791
0,0.950953271028038
3.002,2.84410427350427
0,3.16509090909091
0,2.44940845070423
3.657,3.32518959731544
0,2.97010909090909
4.72,0.950953271028038
2.933,2.44940845070423
2.807,3.16509090909091
2.393,3.32518959731544
0,1.596875
4.38,3.32518959731544
0,0
2.844,3.32518959731544
4.429,0.950953271028038
3.99,2.84410427350427
3.146,3.32518959731544
4.001,3.32518959731544
3.695,3.32518959731544
4.525,2.97010909090909
3.095,3.32518959731544
0,0
4.371,2.84410427350427
1.771,2.04377464788732
4.196,2.84410427350427
1.523,1.09055555555556
4.166,2.84410427350427
1.829,2.04377464788732
0.601,0.451848484848485
1.208,2.04377464788732
4.854,3.16509090909091
3.71,2.44940845070423
0,0
3.089,2.84410427350427
1.665,2.04377464788732
3.18,1.44892682926829
1.808,2.04377464788732
3.979,1.44892682926829
3.099,3.44918
3.894,2.97010909090909
4.037,2.84410427350427
4.351,2.82875776397516
1.245,2.04377464788732
0,0
3.786,3.32518959731544
0,0.256365671641791
0,0
3.678,3.16509090909091
0,2.84410427350427
2.903,2.04377464788732
4.397,2.04377464788732
0,2.84410427350427
4.107,3.32518959731544
4.112,2.84410427350427
4.916,3.16509090909091
1.932,3.32518959731544
2.675,2.82875776397516
0,0.950953271028038
2.301,2.84410427350427
2.16,0.950953271028038
1.825,2.84410427350427
0,2.04377464788732
0,2.04377464788732
1.899,2.84410427350427
4.913,2.82875776397516
2.228,3.16509090909091
4.75,2.84410427350427
4.611,3.51510294117647
0,2.84410427350427
4.406,2.97010909090909
3.148,1.09055555555556
2.621,2.44940845070423
2.495,2.97010909090909
4.618,2.97010909090909
4.404,3.32518959731544
0.946,2.04377464788732
2.096,3.32518959731544
2.205,2.04377464788732
2.635,2.84410427350427
0,2.97010909090909
4.926,0.950953271028038
1.887,0.256365671641791
3.003,1.596875
3.509,3.16509090909091
2.854,3.32518959731544
4.49,3.32518959731544
2.064,3.16509090909091
2.725,2.82875776397516
1.954,1.09055555555556
4.186,2.84410427350427
2.876,3.32518959731544
4.178,2.82875776397516
4.123,3.32518959731544
2.517,2.04377464788732
